buyer_id,sex,occupation,year_of_birth,phone_n,channel
1101,F,Clerk,1967,044-838-9391,Radio
1102,F,Self-employed,1988,075-384-4962,Outdoor advertising
1103,F,Self-employed,1978,096-425-6443,Internet
1104,M,Clerk,1980,089-335-4471,Outdoor advertising
1105,F,Student,1985,056-117-8383,Outdoor advertising
1106,F,Self-employed,1964,022-428-6353,Friends
1107,M,Clerk,1977,043-659-4931,Friends
1108,F,Clerk,1990,084-847-5459,Incidental
1109,F,Civil servant,1960,045-769-1353,Internet
1110,M,Student,1979,029-779-7996,Internet
1111,M,Civil servant,1967,012-568-1954,Internet
1112,F,Clerk,1980,058-325-4756,Radio
1113,F,Self-employed,1976,083-684-7271,Internet
1114,F,Clerk,1970,097-449-1548,Incidental
1115,F,Student,1961,099-268-4785,Internet
1116,M,Clerk,1977,029-766-1676,Outdoor advertising
1117,M,Unemployed,1992,033-949-6661,Incidental
1118,F,Clerk,1973,067-636-8595,Outdoor advertising
1119,F,Unemployed,1975,014-731-3522,Incidental
1120,M,Unemployed,1963,036-974-6393,Friends
1121,M,Unemployed,1979,093-318-4729,Outdoor advertising
1122,F,Clerk,1973,051-838-5551,Outdoor advertising
1123,M,Student,1974,044-279-2355,Outdoor advertising
1124,M,Student,1960,019-868-9619,Incidental
1125,F,Unemployed,1970,077-825-2951,Friends
1126,M,Clerk,1967,036-769-7221,Friends
1127,M,Clerk,1962,038-674-4357,Outdoor advertising
1128,F,Self-employed,1968,017-156-7369,Friends
1129,M,Clerk,1971,048-532-9946,Outdoor advertising
1130,F,Student,1969,014-149-5752,Outdoor advertising
1131,M,Clerk,1963,087-471-3446,Outdoor advertising
1132,F,Civil servant,1976,099-636-9754,Internet
1133,M,Student,1975,088-717-3367,Incidental
1134,F,Clerk,1965,093-579-3961,Outdoor advertising
1135,F,Civil servant,1974,048-444-8144,Internet
1136,F,Student,1975,055-183-8666,Outdoor advertising
1137,F,Clerk,1974,011-882-8488,Radio
1138,F,Self-employed,1969,067-673-7943,Radio
1139,M,Student,1984,015-123-4975,Outdoor advertising
1140,F,Student,1987,052-291-2356,Outdoor advertising
1141,M,Clerk,1986,057-115-4444,Incidental
1142,F,Civil servant,1986,022-326-3534,Outdoor advertising
1143,F,Self-employed,1982,051-212-2437,Radio
1144,F,Student,1976,018-417-5172,Internet
1145,F,Clerk,1962,059-336-4854,Internet
1146,M,Self-employed,1966,044-175-9952,Outdoor advertising
1147,M,Self-employed,1962,082-867-5971,Radio
1148,F,Student,1960,089-975-4233,Internet
1149,M,Clerk,1980,028-846-9663,Friends
1150,F,Student,1981,084-911-8678,Internet
1151,F,Clerk,1971,064-962-6115,Outdoor advertising
1152,F,Self-employed,1974,013-364-7571,Internet
1153,M,Clerk,1976,052-878-4423,Outdoor advertising
1154,M,Unemployed,1960,024-634-9284,Incidental
1155,M,Clerk,1992,046-384-9482,Outdoor advertising
1156,M,Unemployed,1969,012-393-3182,Outdoor advertising
1157,F,Civil servant,1974,057-961-7773,Outdoor advertising
1158,M,Unemployed,1965,015-364-2213,Friends
1159,M,Student,1990,015-953-2228,Outdoor advertising
1160,F,Student,1971,041-325-3957,Outdoor advertising
1161,F,Self-employed,1979,021-931-2643,Outdoor advertising
1162,F,Clerk,1986,068-277-7835,Internet
1163,M,Self-employed,1981,075-859-5952,Outdoor advertising
1164,M,Student,1966,044-992-7819,Outdoor advertising
1165,F,Student,1988,029-848-5458,Friends
1166,M,Unemployed,1972,059-116-8399,Incidental
1167,M,Unemployed,1968,092-818-6795,Internet
1168,M,Self-employed,1983,086-337-9971,Outdoor advertising
1169,F,Clerk,1985,065-631-5138,Friends
1170,F,Clerk,1987,065-433-8211,Radio
1171,F,Clerk,1962,095-954-8118,Internet
1172,F,Student,1965,054-332-4588,Friends
1173,F,Civil servant,1989,055-514-1388,Incidental
1174,M,Civil servant,1963,083-174-9179,Internet
1175,M,Civil servant,1984,014-777-9994,Internet
1176,M,Student,1987,073-578-2421,Internet
1177,F,Student,1960,017-135-4242,Outdoor advertising
1178,M,Clerk,1975,011-831-6116,Outdoor advertising
1179,M,Clerk,1985,048-938-1913,Outdoor advertising
1180,F,Student,1979,095-791-5615,Outdoor advertising
1181,F,Clerk,1983,082-282-3742,Friends
1182,M,Student,1963,085-967-8659,Outdoor advertising
1183,M,Clerk,1965,093-965-6725,Friends
1184,F,Civil servant,1969,063-317-2485,Outdoor advertising
1185,M,Clerk,1988,073-948-6376,Internet
1186,F,Unemployed,1965,083-743-1174,Internet
1187,F,Student,1965,036-852-8428,Outdoor advertising
1188,F,Clerk,1974,057-772-9439,Incidental
1189,M,Civil servant,1990,013-399-7525,Friends
1190,F,Self-employed,1983,035-228-9862,Outdoor advertising
1191,F,Clerk,1977,022-658-6568,Friends
1192,M,Civil servant,1988,057-611-6217,Friends
1193,F,Clerk,1969,097-852-2162,Friends
1194,F,Clerk,1981,015-478-9959,Internet
1195,F,Student,1986,042-373-1212,Outdoor advertising
1196,M,Clerk,1986,037-442-8645,Internet
1197,M,Unemployed,1960,064-966-1628,Outdoor advertising
1198,M,Civil servant,1979,016-931-5722,Incidental
1199,M,Self-employed,1962,054-323-4922,Outdoor advertising
1200,M,Clerk,1962,084-264-8364,Friends
1201,M,Self-employed,1989,096-881-1228,Internet
1202,F,Student,1990,072-856-7618,Outdoor advertising
1203,M,Civil servant,1960,019-326-3274,Incidental
1204,F,Clerk,1965,019-412-2666,Internet
1205,F,Student,1962,067-349-8339,Friends
1206,M,Clerk,1973,086-722-9829,Friends
1207,M,Civil servant,1984,081-555-5644,Friends
1208,F,Clerk,1990,051-682-4976,Outdoor advertising
1209,M,Self-employed,1973,041-587-1118,Radio
1210,M,Self-employed,1963,048-627-9943,Radio
1211,F,Clerk,1986,045-764-9744,Outdoor advertising
1212,M,Clerk,1965,096-176-1699,Outdoor advertising
1213,F,Self-employed,1962,027-197-6197,Friends
1214,F,Self-employed,1982,087-665-8571,Incidental
1215,F,Self-employed,1990,072-473-9991,Outdoor advertising
1216,F,Clerk,1980,061-197-4341,Outdoor advertising
1217,M,Clerk,1991,099-577-1485,Friends
1218,F,Self-employed,1975,035-893-3436,Outdoor advertising
1219,F,Self-employed,1992,066-929-5796,Outdoor advertising
1220,F,Civil servant,1992,014-779-4415,Outdoor advertising
1221,F,Self-employed,1960,051-385-2555,Outdoor advertising
1222,F,Student,1989,052-939-3157,Friends
1223,F,Student,1964,043-947-2919,Friends
1224,F,Self-employed,1987,074-349-6168,Outdoor advertising
1225,M,Self-employed,1980,025-726-8296,Friends
1226,M,Clerk,1983,089-951-5778,Outdoor advertising
1227,M,Self-employed,1961,082-883-5584,Friends
1228,F,Clerk,1961,022-736-2135,Internet
1229,M,Student,1964,053-771-1241,Outdoor advertising
1230,F,Clerk,1971,025-363-2642,Radio
1231,F,Unemployed,1978,026-298-4551,Radio
1232,M,Student,1977,068-486-6561,Outdoor advertising
1233,F,Clerk,1964,012-138-2695,Outdoor advertising
1234,M,Student,1968,041-577-1627,Radio
1235,M,Unemployed,1970,082-188-8241,Outdoor advertising
1236,M,Self-employed,1966,069-423-1621,Radio
1237,F,Clerk,1979,069-685-2465,Outdoor advertising
1238,F,Unemployed,1984,029-783-1658,Friends
1239,M,Clerk,1960,099-121-6868,Outdoor advertising
1240,F,Self-employed,1967,035-531-4235,Radio
1241,M,Clerk,1973,069-893-7945,Friends
1242,M,Clerk,1966,087-112-2692,Internet
1243,M,Self-employed,1979,093-135-1183,Outdoor advertising
1244,M,Clerk,1965,077-768-9579,Internet
1245,F,Clerk,1965,056-333-8344,Friends
1246,F,Self-employed,1990,043-693-2998,Internet
1247,F,Self-employed,1968,079-672-4187,Radio
1248,F,Unemployed,1960,054-564-3649,Outdoor advertising
1249,F,Student,1981,087-848-6597,Outdoor advertising
1250,M,Clerk,1979,085-535-5188,Outdoor advertising
1251,F,Self-employed,1964,044-662-2667,Outdoor advertising
1252,F,Student,1978,094-921-5952,Friends
1253,F,Clerk,1977,077-145-4814,Internet
1254,M,Self-employed,1991,081-479-6514,Incidental
1255,F,Civil servant,1982,073-662-7791,Outdoor advertising
1256,F,Clerk,1976,023-461-3233,Internet
1257,F,Self-employed,1976,056-661-9559,Outdoor advertising
1258,F,Civil servant,1962,042-468-8688,Radio
1259,F,Clerk,1982,052-824-8153,Outdoor advertising
1260,M,Clerk,1991,081-729-8558,Radio
1261,M,Student,1980,078-184-6424,Radio
1262,F,Clerk,1976,013-156-3592,Outdoor advertising
1263,F,Clerk,1967,058-126-7593,Friends
1264,F,Clerk,1983,065-456-2743,Internet
1265,F,Self-employed,1974,061-272-4218,Radio
1266,F,Self-employed,1974,013-734-7737,Radio
1267,M,Self-employed,1988,078-835-5763,Outdoor advertising
1268,M,Self-employed,1976,088-215-6185,Internet
1269,F,Student,1987,081-829-3668,Outdoor advertising
1270,F,Civil servant,1984,035-846-9457,Outdoor advertising
1271,F,Clerk,1973,012-471-7299,Friends
1272,M,Clerk,1970,029-949-6933,Outdoor advertising
1273,F,Clerk,1984,067-124-1734,Outdoor advertising
1274,F,Clerk,1962,091-784-9814,Outdoor advertising
1275,M,Clerk,1971,016-684-2563,Friends
1276,M,Clerk,1966,049-464-2465,Internet
1277,M,Clerk,1966,031-879-3481,Friends
1278,F,Civil servant,1968,055-872-2622,Internet
